data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:21;4580228;852;Tribute Pendant Tribute Rght ;G;14;2;2361;
05/11/2023, 14:03:21;4256693;542;Tribute Pendant Force ;J;17;3;4475;
05/11/2023, 14:03:21;4220926;256;Rght Tiara Crs Pendant ;G;15;1;2530;
05/11/2023, 14:03:21;4345766;987;Tribute Tiara Crs ;A;25;3;2123;
05/11/2023, 14:03:21;4746083;852;Force Lft Rght Tiara ;C;19;3;9091;
05/11/2023, 14:03:21;4965443;897;Lft Crs Tribute ;D;21;0;724;
05/11/2023, 14:03:21;4078621;958;Pendant Rght Tiara ;G;21;0;9699;
05/11/2023, 14:03:21;4121270;987;Crs Rght Tiara Pendant ;D;22;2;6043;
05/11/2023, 14:03:21;4291847;897;Tiara Rght ;G;4;3;7113;
05/11/2023, 14:03:21;4732943;958;Force Pendant Rght ;K;14;2;2172;
05/11/2023, 14:03:21;4345766;580;Tribute Tiara Crs ;B;16;0;6615;
05/11/2023, 14:03:21;4230999;897;Tribute Force Force Force ;A;22;1;6586;
05/11/2023, 14:03:21;4823089;958;Pendant Crs Rght ;K;9;2;3694;
05/11/2023, 14:03:21;4614964;897;Force Rght ;H;16;1;3604;
05/11/2023, 14:03:21;4299766;958;Crs Pendant ;K;9;2;642;
05/11/2023, 14:03:21;4221656;312;Lft Tribute Pendant ;E;23;1;2874;
05/11/2023, 14:03:21;4052122;845;Tribute Tiara ;J;5;3;6036;
05/11/2023, 14:03:21;4909499;542;Crs Lft Tribute Tribute ;H;21;1;7091;
05/11/2023, 14:03:21;4018074;580;Force Tiara Force Tiara ;D;16;3;8907;
05/11/2023, 14:03:21;4899604;436;Rght Force Tiara Tiara ;K;17;1;484;
05/11/2023, 14:03:21;4580228;582;Tribute Pendant Tribute Rght ;F;6;1;7097;
05/11/2023, 14:03:21;4306675;852;Lft Tribute Tribute Tribute ;E;19;2;4750;
05/11/2023, 14:03:21;4700423;845;Rght Crs Pendant ;I;19;0;5292;
05/11/2023, 14:03:21;4159959;542;Pendant Tiara Tribute Lft ;D;4;2;313;
05/11/2023, 14:03:21;4712455;852;Lft Pendant Lft Force ;K;1;1;4812;
05/11/2023, 14:03:21;4087560;580;Tribute Crs Force ;B;15;1;6685;
05/11/2023, 14:03:21;4919734;845;Lft Rght Pendant Force ;E;12;1;6358;
05/11/2023, 14:03:21;4121270;256;Crs Rght Tiara Pendant ;D;19;2;87;
05/11/2023, 14:03:21;4052122;897;Tribute Tiara ;E;22;3;2703;
05/11/2023, 14:03:21;4305308;658;Pendant Rght ;B;24;3;1698;
05/11/2023, 14:03:21;4280821;542;Crs Rght Lft ;C;25;2;2999;
05/11/2023, 14:03:21;4910569;852;Lft Force Rght Lft ;H;13;1;8678;
05/11/2023, 14:03:21;4431327;897;Crs Force Force Rght ;K;23;1;3285;
05/11/2023, 14:03:21;4262753;542;Tiara Crs ;G;1;3;279;
05/11/2023, 14:03:21;4559414;542;Tiara Tiara Crs ;J;22;2;5504;
05/11/2023, 14:03:21;4238012;582;Lft Pendant ;J;21;3;7458;
05/11/2023, 14:03:21;4315330;852;Force Crs ;B;5;3;1122;
05/11/2023, 14:03:21;4324565;658;Crs Tribute ;C;23;2;7214;
05/11/2023, 14:03:21;4580228;436;Tribute Pendant Tribute Rght ;E;6;2;7317;
05/11/2023, 14:03:21;4867933;987;Lft Pendant Lft Tribute ;I;12;1;1132;
05/11/2023, 14:03:21;4919734;987;Lft Rght Pendant Force ;G;19;3;8440;
05/11/2023, 14:03:21;4140885;312;Force Force Lft Lft ;G;23;0;8301;
05/11/2023, 14:03:21;4694457;852;Tiara Crs Rght ;F;25;3;1616;
05/11/2023, 14:03:21;4095799;542;Tiara Pendant Force ;B;7;2;1184;
05/11/2023, 14:03:21;4321273;852;Pendant Lft Rght Crs ;A;18;2;3929;
05/11/2023, 14:03:21;4087560;897;Tribute Crs Force ;B;3;2;4359;
05/11/2023, 14:03:21;4018074;845;Force Tiara Force Tiara ;F;11;3;2056;
05/11/2023, 14:03:21;4296623;852;Force Crs Tribute ;H;17;2;4171;
05/11/2023, 14:03:21;4436617;582;Rght Tribute ;I;20;3;4869;
05/11/2023, 14:03:21;4867933;582;Lft Pendant Lft Tribute ;D;25;1;8805;
05/11/2023, 14:03:21;4345766;987;Tribute Tiara Crs ;B;21;1;9071;
05/11/2023, 14:03:21;4743523;845;Force Pendant ;J;5;0;2132;
05/11/2023, 14:03:21;4011578;582;Pendant Force Lft ;F;17;3;5010;
05/11/2023, 14:03:21;4283917;582;Rght Lft ;E;15;2;1829;
05/11/2023, 14:03:21;4256693;512;Tribute Pendant Force ;J;14;0;4233;
05/11/2023, 14:03:21;4087560;542;Tribute Crs Force ;K;7;1;7514;
05/11/2023, 14:03:21;4291847;582;Tiara Rght ;H;11;1;5126;
05/11/2023, 14:03:21;4283917;658;Rght Lft ;I;9;3;3714;
05/11/2023, 14:03:21;4121270;987;Crs Rght Tiara Pendant ;C;3;3;7510;
05/11/2023, 14:03:21;4834313;580;Tribute Force Crs ;K;15;0;6529;
05/11/2023, 14:03:21;4904126;256;Lft Lft ;D;2;3;7580;
05/11/2023, 14:03:21;4985256;987;Pendant Lft ;H;19;0;3769;
05/11/2023, 14:03:21;4458786;542;Force Force ;H;15;1;2126;
05/11/2023, 14:03:21;4379033;897;Pendant Rght ;J;16;2;9672;
05/11/2023, 14:03:21;4445090;987;Force Lft Crs ;E;1;3;4760;
05/11/2023, 14:03:21;4095799;582;Tiara Pendant Force ;E;12;2;857;
05/11/2023, 14:03:21;4701808;852;Pendant Crs Crs Tribute ;H;19;3;5129;
05/11/2023, 14:03:21;4436617;256;Rght Tribute ;E;15;0;1856;
05/11/2023, 14:03:21;4078621;256;Pendant Rght Tiara ;C;22;2;2539;
05/11/2023, 14:03:21;4280821;897;Crs Rght Lft ;E;3;3;6266;
05/11/2023, 14:03:21;4276495;852;Crs Tiara ;H;18;0;5926;
05/11/2023, 14:03:21;4746083;256;Force Lft Rght Tiara ;H;21;1;6266;
05/11/2023, 14:03:21;4701808;987;Pendant Crs Crs Tribute ;H;6;3;3908;
05/11/2023, 14:03:21;4483251;852;Crs Force Rght Pendant ;K;19;0;3969;
05/11/2023, 14:03:21;4305308;987;Pendant Rght ;H;24;2;5366;
05/11/2023, 14:03:21;4909499;256;Crs Lft Tribute Tribute ;I;2;0;5171;
05/11/2023, 14:03:21;4291847;658;Tiara Rght ;K;20;0;2706;
05/11/2023, 14:03:21;4262753;658;Tiara Crs ;A;14;3;3513;
05/11/2023, 14:03:21;4052122;658;Tribute Tiara ;G;10;2;3332;
05/11/2023, 14:03:21;4559414;256;Tiara Tiara Crs ;E;17;2;3179;
05/11/2023, 14:03:21;4052122;580;Tribute Tiara ;H;12;0;6283;
05/11/2023, 14:03:21;4296623;512;Force Crs Tribute ;A;14;0;5294;
05/11/2023, 14:03:21;4345766;312;Tribute Tiara Crs ;J;4;0;9086;
05/11/2023, 14:03:21;4283917;542;Rght Lft ;G;1;2;430;
05/11/2023, 14:03:21;4910569;897;Lft Force Rght Lft ;C;3;0;7369;
05/11/2023, 14:03:21;4559414;658;Tiara Tiara Crs ;J;12;2;5895;
05/11/2023, 14:03:21;4238012;987;Lft Pendant ;J;23;2;5757;
05/11/2023, 14:03:21;4220926;436;Rght Tiara Crs Pendant ;H;15;1;6552;
05/11/2023, 14:03:21;4078621;958;Pendant Rght Tiara ;J;9;0;7379;
05/11/2023, 14:03:21;4052122;436;Tribute Tiara ;A;7;2;6779;
05/11/2023, 14:03:21;4700423;256;Rght Crs Pendant ;C;12;1;6881;
05/11/2023, 14:03:21;4324565;542;Crs Tribute ;F;4;0;3921;
05/11/2023, 14:03:21;4823089;897;Pendant Crs Rght ;A;11;3;1710;
05/11/2023, 14:03:21;4273421;542;Lft Rght ;E;15;3;4708;
05/11/2023, 14:03:21;4910569;897;Lft Force Rght Lft ;D;2;2;8114;
05/11/2023, 14:03:21;4330591;542;Pendant Lft ;D;10;3;4147;
05/11/2023, 14:03:21;4429136;256;Pendant Rght ;K;13;1;3366;
05/11/2023, 14:03:21;4212397;658;Tiara Crs ;K;18;3;9840;
05/11/2023, 14:03:21;4330591;582;Pendant Lft ;D;23;1;3566;
05/11/2023, 14:03:21;4159959;312;Pendant Tiara Tribute Lft ;C;20;2;1975;
05/11/2023, 14:03:21;4159959;312;Pendant Tiara Tribute Lft ;J;7;1;5939;
05/11/2023, 14:03:21;4220926;897;Rght Tiara Crs Pendant ;F;4;0;7297;
05/11/2023, 14:03:21;4321273;312;Pendant Lft Rght Crs ;D;10;1;3858;
05/11/2023, 14:03:21;4445090;582;Force Lft Crs ;K;11;2;5277;
05/11/2023, 14:03:21;4159959;582;Pendant Tiara Tribute Lft ;D;23;2;3088;
05/11/2023, 14:03:21;4029868;852;Tiara Tiara ;D;2;1;1900;
