data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4184826;845;Tribute Force ;B;11;0;6098;
05/11/2023, 14:03:44;4444484;958;Tiara Lft ;D;20;1;2038;
05/11/2023, 14:03:44;4122383;987;Tiara Lft ;G;21;0;9530;
05/11/2023, 14:03:44;4061663;436;Lft Rght Crs ;K;8;0;1690;
05/11/2023, 14:03:44;4795245;897;Tribute Pendant ;K;11;2;553;
05/11/2023, 14:03:44;4209524;582;Tiara Crs ;F;14;2;8891;
05/11/2023, 14:03:44;4608677;897;Rght Tribute Lft Crs ;A;19;0;806;
05/11/2023, 14:03:44;4994923;852;Tiara Crs ;A;4;3;3945;
05/11/2023, 14:03:44;4247697;845;Crs Force Lft ;I;13;2;9272;
05/11/2023, 14:03:44;4295590;658;Tiara Force ;I;9;1;6419;
05/11/2023, 14:03:44;4448133;582;Lft Tribute Crs Crs ;K;22;1;9385;
05/11/2023, 14:03:44;4632150;958;Crs Crs ;E;10;0;8767;
05/11/2023, 14:03:44;4651339;852;Crs Lft Force ;D;1;2;4605;
05/11/2023, 14:03:44;4469732;256;Crs Tribute ;A;4;3;3979;
05/11/2023, 14:03:44;4209524;852;Tiara Crs ;G;8;1;3008;
05/11/2023, 14:03:44;4825387;256;Tribute Lft ;K;4;3;9635;
05/11/2023, 14:03:44;4302502;580;Force Pendant Lft Force ;B;23;0;8022;
05/11/2023, 14:03:44;4431450;512;Pendant Tribute ;C;24;3;4971;
05/11/2023, 14:03:44;4112363;845;Tribute Crs Force ;H;19;2;1780;
05/11/2023, 14:03:44;4243183;580;Rght Lft Crs ;I;13;1;1514;
05/11/2023, 14:03:44;4766980;542;Pendant Tribute ;J;19;0;5558;
05/11/2023, 14:03:44;4753693;852;Tiara Force Force Pendant ;F;20;3;5354;
05/11/2023, 14:03:44;4524748;897;Pendant Rght Lft ;H;25;0;197;
05/11/2023, 14:03:44;4815981;312;Tiara Pendant Tiara Force ;F;13;2;9698;
05/11/2023, 14:03:44;4972861;852;Tiara Force Tiara ;J;2;1;3315;
05/11/2023, 14:03:44;4613804;436;Tiara Tiara Tiara Rght ;G;1;1;4626;
05/11/2023, 14:03:44;4516424;658;Force Tribute ;I;3;2;3472;
05/11/2023, 14:03:44;4036586;958;Rght Pendant Force ;I;19;1;2500;
05/11/2023, 14:03:44;4605149;958;Lft Tiara ;F;4;3;4267;
05/11/2023, 14:03:44;4602332;897;Lft Pendant Lft ;I;18;1;8569;
05/11/2023, 14:03:44;4340764;436;Tribute Rght ;D;3;0;5963;
05/11/2023, 14:03:44;4700222;512;Force Force Lft ;D;22;3;7064;
05/11/2023, 14:03:44;4243183;582;Rght Lft Crs ;J;6;0;8142;
05/11/2023, 14:03:44;4036586;542;Rght Pendant Force ;B;25;2;7026;
05/11/2023, 14:03:44;4340764;958;Tribute Rght ;A;17;0;5484;
05/11/2023, 14:03:44;4246206;512;Force Rght ;D;20;3;4288;
05/11/2023, 14:03:44;4842737;845;Pendant Lft ;F;19;2;982;
05/11/2023, 14:03:44;4060346;512;Force Pendant Tiara Rght ;A;7;2;2403;
