data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4946663;256;Tiara Tiara Crs ;I;11;2;229;
05/11/2023, 14:03:44;4874281;852;Force Tribute Tiara Lft ;G;11;0;5494;
05/11/2023, 14:03:44;4700222;897;Force Force Lft ;F;8;2;7526;
05/11/2023, 14:03:44;4738043;582;Lft Tiara Pendant ;B;4;0;6461;
05/11/2023, 14:03:44;4666655;852;Lft Crs Tribute Tribute ;J;10;2;9585;
05/11/2023, 14:03:44;4801506;958;Pendant Lft Tribute Crs ;F;5;0;6658;
05/11/2023, 14:03:44;4485644;436;Crs Rght ;K;3;3;9667;
05/11/2023, 14:03:44;4651339;312;Crs Lft Force ;F;9;0;1066;
05/11/2023, 14:03:44;4602332;582;Lft Pendant Lft ;A;22;0;7768;
05/11/2023, 14:03:44;4321795;958;Tribute Tribute Tribute Tribute ;D;16;3;548;
05/11/2023, 14:03:44;4616652;542;Rght Force ;J;16;1;1947;
05/11/2023, 14:03:44;4057166;852;Rght Rght ;D;13;1;2139;
05/11/2023, 14:03:44;4378617;987;Crs Force ;H;21;3;2953;
05/11/2023, 14:03:44;4946412;512;Force Tribute Lft Tribute ;G;2;1;2568;
05/11/2023, 14:03:44;4042276;312;Lft Tribute Force Lft ;I;22;0;9362;
05/11/2023, 14:03:44;4886949;845;Rght Lft ;C;9;1;2583;
05/11/2023, 14:03:44;4106526;512;Tiara Crs Crs ;J;2;2;1543;
05/11/2023, 14:03:44;4505297;542;Tribute Tiara Lft Tribute ;K;1;1;2526;
05/11/2023, 14:03:44;4548851;582;Rght Crs Lft Tiara ;F;25;2;7608;
05/11/2023, 14:03:44;4106526;580;Tiara Crs Crs ;I;17;0;7489;
05/11/2023, 14:03:44;4094868;658;Tribute Force Tiara Crs ;I;15;3;5458;
05/11/2023, 14:03:44;4871938;897;Tiara Crs ;E;1;3;3341;
05/11/2023, 14:03:44;4475670;436;Pendant Force ;G;11;2;8551;
05/11/2023, 14:03:44;4901655;256;Tribute Tribute ;H;16;0;4614;
05/11/2023, 14:03:44;4473656;852;Pendant Tiara Lft ;I;24;0;3376;
05/11/2023, 14:03:44;4057166;958;Rght Rght ;B;2;0;2724;
05/11/2023, 14:03:44;4444484;845;Tiara Lft ;F;16;1;2619;
05/11/2023, 14:03:44;4255903;512;Tiara Lft Crs ;I;25;3;4577;
05/11/2023, 14:03:44;4906814;312;Force Rght ;K;12;2;295;
05/11/2023, 14:03:44;4815981;852;Tiara Pendant Tiara Force ;K;2;1;5197;
05/11/2023, 14:03:44;4644196;256;Crs Tribute ;C;23;2;6862;
05/11/2023, 14:03:44;4123466;582;Lft Pendant Pendant Tribute ;E;25;2;1949;
05/11/2023, 14:03:44;4470862;987;Crs Lft Rght ;H;2;0;9703;
05/11/2023, 14:03:44;4307343;582;Rght Force ;B;12;3;2194;
05/11/2023, 14:03:44;4330653;658;Force Tribute Rght ;C;23;3;2014;
05/11/2023, 14:03:44;4814408;845;Force Tiara ;C;10;3;3416;
05/11/2023, 14:03:44;4467440;958;Pendant Force ;I;4;0;6181;
05/11/2023, 14:03:44;4415412;512;Crs Lft Pendant ;C;2;0;4297;
05/11/2023, 14:03:44;4043788;542;Crs Lft Rght Crs ;K;5;1;2787;
05/11/2023, 14:03:44;4516424;658;Force Tribute ;D;22;2;7436;
05/11/2023, 14:03:44;4796458;852;Rght Pendant Tribute Force ;K;14;0;8479;
05/11/2023, 14:03:44;4325251;845;Rght Pendant Pendant ;B;1;0;5806;
05/11/2023, 14:03:44;4246206;582;Force Rght ;I;24;1;9198;
05/11/2023, 14:03:44;4330653;582;Force Tribute Rght ;F;13;2;3677;
05/11/2023, 14:03:44;4321795;658;Tribute Tribute Tribute Tribute ;F;20;0;966;
05/11/2023, 14:03:44;4350045;582;Tiara Tiara Force Pendant ;G;18;2;184;
05/11/2023, 14:03:44;4872447;256;Force Lft ;J;12;0;6032;
05/11/2023, 14:03:44;4611739;256;Lft Pendant Pendant ;F;8;2;8885;
05/11/2023, 14:03:44;4428568;542;Crs Crs ;C;10;0;4371;
05/11/2023, 14:03:44;4914139;312;Tribute Lft Lft Tribute ;K;19;1;8950;
05/11/2023, 14:03:44;4019599;256;Tribute Tiara ;H;11;0;8652;
05/11/2023, 14:03:44;4243183;542;Rght Lft Crs ;I;18;0;9148;
05/11/2023, 14:03:44;4358661;658;Lft Lft ;E;22;2;4227;
05/11/2023, 14:03:44;4201973;845;Pendant Pendant Lft Crs ;B;8;0;3824;
05/11/2023, 14:03:44;4992879;897;Rght Force Pendant ;A;20;2;6388;
05/11/2023, 14:03:44;4742309;312;Lft Crs Rght ;I;23;2;8697;
05/11/2023, 14:03:44;4523500;845;Tribute Force ;D;11;1;8050;
05/11/2023, 14:03:44;4036586;897;Rght Pendant Force ;G;7;2;1661;
05/11/2023, 14:03:44;4736204;658;Lft Tiara ;B;14;2;6773;
05/11/2023, 14:03:44;4592645;897;Rght Tribute Rght ;E;15;1;8185;
05/11/2023, 14:03:44;4094868;512;Tribute Force Tiara Crs ;D;13;3;5297;
05/11/2023, 14:03:44;4046718;958;Rght Force Tribute Force ;D;5;0;6224;
05/11/2023, 14:03:44;4535724;845;Crs Crs Tribute ;B;7;1;2581;
05/11/2023, 14:03:44;4700222;580;Force Force Lft ;D;13;2;3439;
05/11/2023, 14:03:44;4350045;312;Tiara Tiara Force Pendant ;A;8;0;6522;
05/11/2023, 14:03:44;4302502;580;Force Pendant Lft Force ;B;8;3;4417;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;F;12;3;2113;
05/11/2023, 14:03:44;4358661;542;Lft Lft ;C;1;0;3211;
05/11/2023, 14:03:44;4122383;582;Tiara Lft ;H;12;0;4691;
05/11/2023, 14:03:44;4520322;845;Crs Rght Tribute Tiara ;G;5;2;3542;
05/11/2023, 14:03:44;4826476;658;Lft Rght Crs ;G;12;3;653;
05/11/2023, 14:03:44;4738043;987;Lft Tiara Pendant ;H;23;3;5908;
05/11/2023, 14:03:44;4046718;987;Rght Force Tribute Force ;I;15;1;30;
05/11/2023, 14:03:44;4201973;436;Pendant Pendant Lft Crs ;E;17;2;7390;
05/11/2023, 14:03:44;4112363;512;Tribute Crs Force ;J;10;1;6305;
05/11/2023, 14:03:44;4106526;436;Tiara Crs Crs ;A;15;0;3011;
05/11/2023, 14:03:44;4227455;582;Rght Lft Pendant ;G;3;0;9877;
05/11/2023, 14:03:44;4988185;582;Pendant Tiara Crs ;G;16;3;498;
05/11/2023, 14:03:44;4753693;580;Tiara Force Force Pendant ;F;24;3;1110;
05/11/2023, 14:03:44;4758493;582;Tiara Crs Tiara ;F;16;1;7956;
05/11/2023, 14:03:44;4123466;852;Lft Pendant Pendant Tribute ;G;6;1;7305;
05/11/2023, 14:03:44;4700222;580;Force Force Lft ;K;7;1;99;
05/11/2023, 14:03:44;4350045;436;Tiara Tiara Force Pendant ;J;4;2;9536;
05/11/2023, 14:03:44;4602332;958;Lft Pendant Lft ;J;4;1;318;
05/11/2023, 14:03:44;4992879;582;Rght Force Pendant ;K;8;1;5905;
05/11/2023, 14:03:44;4204264;436;Tiara Lft Tribute ;J;13;0;6507;
05/11/2023, 14:03:44;4632150;845;Crs Crs ;F;12;3;6335;
05/11/2023, 14:03:44;4651339;658;Crs Lft Force ;F;6;3;4867;
05/11/2023, 14:03:44;4725133;312;Lft Crs ;J;17;2;4989;
05/11/2023, 14:03:44;4605149;512;Lft Tiara ;G;24;3;4610;
05/11/2023, 14:03:44;4243183;580;Rght Lft Crs ;B;13;1;4124;
05/11/2023, 14:03:44;4825387;987;Tribute Lft ;C;2;1;871;
05/11/2023, 14:03:44;4113099;582;Force Tribute ;C;2;0;5222;
05/11/2023, 14:03:44;4277243;312;Tiara Pendant Tribute Tiara ;B;6;1;6131;
05/11/2023, 14:03:44;4415412;436;Crs Lft Pendant ;G;6;3;8327;
05/11/2023, 14:03:44;4042276;987;Lft Tribute Force Lft ;J;7;3;63;
05/11/2023, 14:03:44;4976485;312;Force Tiara ;I;8;2;7401;
05/11/2023, 14:03:44;4243183;845;Rght Lft Crs ;J;19;2;5111;
05/11/2023, 14:03:44;4045663;580;Crs Lft Pendant ;F;4;3;9663;
05/11/2023, 14:03:44;4759728;987;Tiara Tiara ;D;7;2;6084;
05/11/2023, 14:03:44;4519830;658;Tribute Force Tribute Tribute ;I;22;2;2105;
05/11/2023, 14:03:44;4923670;436;Pendant Tribute Rght ;K;24;3;3339;
05/11/2023, 14:03:44;4307343;845;Rght Force ;C;3;3;3788;
05/11/2023, 14:03:44;4321795;312;Tribute Tribute Tribute Tribute ;I;20;0;9879;
05/11/2023, 14:03:44;4142171;580;Lft Tribute Lft Lft ;F;21;3;7894;
05/11/2023, 14:03:44;4366079;256;Lft Force Lft Force ;F;2;2;7361;
05/11/2023, 14:03:44;4403539;436;Lft Pendant Tribute Force ;G;18;3;2406;
05/11/2023, 14:03:44;4732277;658;Pendant Tiara ;B;10;2;134;
05/11/2023, 14:03:44;4295590;658;Tiara Force ;J;9;3;1450;
05/11/2023, 14:03:44;4142171;582;Lft Tribute Lft Lft ;G;12;3;7332;
05/11/2023, 14:03:44;4791249;958;Force Pendant Crs Tribute ;J;5;3;504;
05/11/2023, 14:03:44;4475670;312;Pendant Force ;C;25;1;6183;
05/11/2023, 14:03:44;4972861;845;Tiara Force Tiara ;H;7;2;5744;
05/11/2023, 14:03:44;4649013;582;Tribute Rght Crs Rght ;B;21;2;5523;
05/11/2023, 14:03:44;4209524;312;Tiara Crs ;E;2;3;5726;
05/11/2023, 14:03:44;4825387;987;Tribute Lft ;F;11;0;5922;
05/11/2023, 14:03:44;4988185;582;Pendant Tiara Crs ;H;1;0;3846;
05/11/2023, 14:03:44;4042276;436;Lft Tribute Force Lft ;B;22;2;1500;
05/11/2023, 14:03:44;4431450;582;Pendant Tribute ;D;18;2;6459;
05/11/2023, 14:03:44;4505297;312;Tribute Tiara Lft Tribute ;J;13;3;699;
05/11/2023, 14:03:44;4302502;958;Force Pendant Lft Force ;G;13;0;1499;
05/11/2023, 14:03:44;4734330;542;Force Crs Lft Rght ;B;19;1;5654;
05/11/2023, 14:03:44;4535724;256;Crs Crs Tribute ;D;20;3;7161;
05/11/2023, 14:03:44;4779349;958;Tribute Tribute Tiara ;H;7;2;3545;
05/11/2023, 14:03:44;4197081;256;Force Force Tribute Rght ;I;20;2;1430;
05/11/2023, 14:03:44;4431450;852;Pendant Tribute ;D;12;0;6989;
05/11/2023, 14:03:44;4268020;580;Crs Crs ;A;23;2;821;
05/11/2023, 14:03:44;4268020;542;Crs Crs ;J;24;3;3334;
05/11/2023, 14:03:44;4779349;312;Tribute Tribute Tiara ;J;11;0;6402;
05/11/2023, 14:03:44;4605149;658;Lft Tiara ;F;17;1;7715;
05/11/2023, 14:03:44;4742309;580;Lft Crs Rght ;D;21;1;7722;
05/11/2023, 14:03:44;4842737;256;Pendant Lft ;I;16;1;1732;
05/11/2023, 14:03:44;4753693;512;Tiara Force Force Pendant ;C;19;1;2547;
05/11/2023, 14:03:44;4814408;312;Force Tiara ;A;3;2;8537;
05/11/2023, 14:03:44;4184826;987;Tribute Force ;C;17;2;9820;
