data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4586107;436;Lft Crs Rght Tiara ;I;4;0;9508;
05/11/2023, 14:03:44;4453561;852;Rght Crs ;D;8;3;9863;
05/11/2023, 14:03:44;4378617;436;Crs Force ;C;5;3;1945;
05/11/2023, 14:03:44;4104720;580;Tiara Lft Lft ;E;17;2;9451;
05/11/2023, 14:03:44;4939577;658;Lft Tiara Force ;F;2;3;2370;
05/11/2023, 14:03:44;4758493;312;Tiara Crs Tiara ;B;20;1;712;
05/11/2023, 14:03:44;4915031;852;Lft Force Tribute Crs ;G;25;1;8726;
05/11/2023, 14:03:44;4644196;582;Crs Tribute ;B;17;1;5113;
05/11/2023, 14:03:44;4795245;512;Tribute Pendant ;B;14;3;6866;
05/11/2023, 14:03:44;4665129;580;Lft Force Tiara Tiara ;J;19;2;2229;
05/11/2023, 14:03:44;4431450;897;Pendant Tribute ;E;12;0;2094;
05/11/2023, 14:03:44;4915031;958;Lft Force Tribute Crs ;G;17;2;8700;
05/11/2023, 14:03:44;4738043;580;Lft Tiara Pendant ;E;18;1;8540;
05/11/2023, 14:03:44;4370992;897;Tiara Tribute Crs Rght ;C;6;1;5789;
05/11/2023, 14:03:44;4841550;658;Tribute Rght ;A;8;2;4866;
05/11/2023, 14:03:44;4992639;512;Crs Tribute ;J;21;1;8435;
05/11/2023, 14:03:44;4357738;958;Tiara Lft Rght ;G;24;1;1148;
05/11/2023, 14:03:44;4469732;897;Crs Tribute ;J;5;1;4093;
05/11/2023, 14:03:44;4898742;845;Rght Crs ;C;6;0;3875;
05/11/2023, 14:03:44;4946663;256;Tiara Tiara Crs ;D;21;1;8439;
05/11/2023, 14:03:44;4201973;845;Pendant Pendant Lft Crs ;B;21;2;9253;
05/11/2023, 14:03:44;4928109;958;Force Lft ;K;9;0;4343;
05/11/2023, 14:03:44;4874281;256;Force Tribute Tiara Lft ;I;9;0;9555;
05/11/2023, 14:03:44;4511932;542;Tribute Tribute Force Crs ;G;16;2;1380;
05/11/2023, 14:03:44;4535724;658;Crs Crs Tribute ;J;15;2;2096;
05/11/2023, 14:03:44;4602332;312;Lft Pendant Lft ;E;22;1;5139;
05/11/2023, 14:03:44;4649013;436;Tribute Rght Crs Rght ;A;6;1;6869;
05/11/2023, 14:03:44;4197081;436;Force Force Tribute Rght ;G;2;1;6767;
05/11/2023, 14:03:44;4946663;580;Tiara Tiara Crs ;K;23;0;126;
05/11/2023, 14:03:44;4321795;897;Tribute Tribute Tribute Tribute ;A;3;2;629;
05/11/2023, 14:03:44;4613804;958;Tiara Tiara Tiara Rght ;J;17;3;5955;
