data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4742309;958;Lft Crs Rght ;K;11;2;571;
05/11/2023, 14:03:44;4994923;958;Tiara Crs ;A;8;1;1674;
05/11/2023, 14:03:44;4791249;582;Force Pendant Crs Tribute ;H;6;0;6408;
05/11/2023, 14:03:44;4946412;256;Force Tribute Lft Tribute ;G;7;2;7473;
05/11/2023, 14:03:44;4378617;582;Crs Force ;H;11;3;2289;
05/11/2023, 14:03:44;4795483;958;Tiara Crs Rght ;E;9;2;5908;
05/11/2023, 14:03:44;4192904;542;Lft Tiara ;H;2;3;1074;
05/11/2023, 14:03:44;4541475;987;Tiara Lft ;C;14;3;7517;
05/11/2023, 14:03:44;4294880;987;Rght Tiara ;I;8;0;4399;
05/11/2023, 14:03:44;4106526;512;Tiara Crs Crs ;B;22;1;9453;
05/11/2023, 14:03:44;4772064;897;Crs Rght ;E;6;3;8146;
05/11/2023, 14:03:44;4444484;845;Tiara Lft ;A;12;0;6483;
05/11/2023, 14:03:44;4632150;658;Crs Crs ;I;21;2;9960;
05/11/2023, 14:03:44;4972861;987;Tiara Force Tiara ;G;16;0;2676;
05/11/2023, 14:03:44;4104720;897;Tiara Lft Lft ;F;12;0;3372;
05/11/2023, 14:03:44;4523500;845;Tribute Force ;B;10;2;4541;
05/11/2023, 14:03:44;4841550;512;Tribute Rght ;F;8;0;4070;
05/11/2023, 14:03:44;4142171;845;Lft Tribute Lft Lft ;F;14;1;6925;
05/11/2023, 14:03:44;4209524;897;Tiara Crs ;E;6;0;3379;
05/11/2023, 14:03:44;4300302;582;Tiara Tiara Tiara Force ;J;10;1;6100;
05/11/2023, 14:03:44;4266016;845;Force Rght ;B;17;2;8744;
05/11/2023, 14:03:44;4475670;582;Pendant Force ;G;1;0;2422;
05/11/2023, 14:03:44;4366079;542;Lft Force Lft Force ;C;8;3;3664;
05/11/2023, 14:03:44;4795483;852;Tiara Crs Rght ;C;24;1;694;
05/11/2023, 14:03:44;4791249;852;Force Pendant Crs Tribute ;A;10;2;5069;
05/11/2023, 14:03:44;4541475;312;Tiara Lft ;H;18;3;8647;
05/11/2023, 14:03:44;4412611;436;Pendant Tiara ;D;10;1;4337;
05/11/2023, 14:03:44;4915031;845;Lft Force Tribute Crs ;K;14;3;5063;
05/11/2023, 14:03:44;4010172;987;Tribute Tribute Crs Lft ;H;16;2;2379;
05/11/2023, 14:03:44;4428568;845;Crs Crs ;A;23;2;5030;
05/11/2023, 14:03:44;4042276;958;Lft Tribute Force Lft ;F;5;1;4908;
05/11/2023, 14:03:44;4135567;256;Tiara Pendant ;A;24;2;4;
05/11/2023, 14:03:44;4816695;256;Pendant Pendant Tribute Pendant ;E;12;0;9501;
05/11/2023, 14:03:44;4053534;958;Rght Tiara ;H;18;0;6338;
05/11/2023, 14:03:44;4485644;256;Crs Rght ;A;16;1;8285;
05/11/2023, 14:03:44;4917024;845;Tribute Rght Force ;B;8;1;774;
05/11/2023, 14:03:44;4665129;580;Lft Force Tiara Tiara ;H;3;1;7734;
05/11/2023, 14:03:44;4302502;845;Force Pendant Lft Force ;B;8;2;7783;
05/11/2023, 14:03:44;4906814;580;Force Rght ;D;10;0;1008;
05/11/2023, 14:03:44;4247697;580;Crs Force Lft ;E;18;0;8286;
05/11/2023, 14:03:44;4852295;542;Rght Crs Rght Pendant ;I;14;0;566;
05/11/2023, 14:03:44;4113099;958;Force Tribute ;E;7;0;5652;
05/11/2023, 14:03:44;4928109;845;Force Lft ;J;7;3;8006;
05/11/2023, 14:03:44;4666655;256;Lft Crs Tribute Tribute ;D;17;0;9919;
05/11/2023, 14:03:44;4307343;580;Rght Force ;E;21;3;423;
05/11/2023, 14:03:44;4994923;542;Tiara Crs ;B;21;1;1635;
05/11/2023, 14:03:44;4045663;312;Crs Lft Pendant ;D;23;0;7928;
05/11/2023, 14:03:44;4295590;897;Tiara Force ;F;7;2;5369;
05/11/2023, 14:03:44;4899931;958;Lft Lft Rght ;J;17;0;2686;
05/11/2023, 14:03:44;4312117;256;Tiara Crs ;D;24;1;575;
05/11/2023, 14:03:44;4123466;958;Lft Pendant Pendant Tribute ;I;17;1;9725;
05/11/2023, 14:03:44;4779349;312;Tribute Tribute Tiara ;C;20;2;9015;
05/11/2023, 14:03:44;4815981;958;Tiara Pendant Tiara Force ;J;4;3;9124;
05/11/2023, 14:03:44;4748462;958;Pendant Pendant Tiara Lft ;C;18;1;5400;
05/11/2023, 14:03:44;4201973;958;Pendant Pendant Lft Crs ;C;11;3;2866;
05/11/2023, 14:03:44;4428568;580;Crs Crs ;F;2;1;5688;
05/11/2023, 14:03:44;4408599;580;Lft Lft Force ;E;16;0;3515;
05/11/2023, 14:03:44;4801506;580;Pendant Lft Tribute Crs ;H;13;0;3111;
05/11/2023, 14:03:44;4094868;958;Tribute Force Tiara Crs ;A;16;2;7428;
05/11/2023, 14:03:44;4994923;256;Tiara Crs ;D;23;2;3551;
05/11/2023, 14:03:44;4574105;580;Lft Crs ;D;24;0;6106;
05/11/2023, 14:03:44;4796458;436;Rght Pendant Tribute Force ;F;14;0;974;
05/11/2023, 14:03:44;4082767;436;Rght Tribute ;H;17;1;3145;
05/11/2023, 14:03:44;4403539;897;Lft Pendant Tribute Force ;A;9;0;6824;
05/11/2023, 14:03:44;4060346;542;Force Pendant Tiara Rght ;A;10;1;103;
05/11/2023, 14:03:44;4019599;312;Tribute Tiara ;G;23;2;4306;
05/11/2023, 14:03:44;4330653;845;Force Tribute Rght ;I;10;2;6794;
05/11/2023, 14:03:44;4816695;580;Pendant Pendant Tribute Pendant ;J;18;3;9364;
05/11/2023, 14:03:44;4896456;512;Rght Crs ;A;17;2;7169;
05/11/2023, 14:03:44;4898742;512;Rght Crs ;D;21;3;3830;
05/11/2023, 14:03:44;4673465;958;Force Tiara Tribute ;G;4;1;278;
05/11/2023, 14:03:44;4277243;845;Tiara Pendant Tribute Tiara ;F;14;2;7165;
05/11/2023, 14:03:44;4605149;512;Lft Tiara ;F;3;0;8147;
05/11/2023, 14:03:44;4815981;845;Tiara Pendant Tiara Force ;B;15;0;7667;
05/11/2023, 14:03:44;4871938;256;Tiara Crs ;F;2;1;2654;
05/11/2023, 14:03:44;4246206;987;Force Rght ;H;13;3;6232;
05/11/2023, 14:03:44;4057166;582;Rght Rght ;K;12;0;6875;
05/11/2023, 14:03:44;4649013;658;Tribute Rght Crs Rght ;A;25;2;741;
05/11/2023, 14:03:44;4532522;580;Lft Rght ;J;18;1;4719;
05/11/2023, 14:03:44;4939577;542;Lft Tiara Force ;B;19;1;9770;
05/11/2023, 14:03:44;4597702;658;Crs Lft Tiara ;F;5;3;8347;
05/11/2023, 14:03:44;4772064;582;Crs Rght ;B;17;1;5449;
05/11/2023, 14:03:44;4651191;582;Force Tribute ;F;19;2;1230;
05/11/2023, 14:03:44;4816695;897;Pendant Pendant Tribute Pendant ;A;3;1;2369;
05/11/2023, 14:03:44;4471526;987;Force Force Tiara Tiara ;F;21;0;5061;
05/11/2023, 14:03:44;4644196;436;Crs Tribute ;K;19;0;1736;
05/11/2023, 14:03:44;4649013;987;Tribute Rght Crs Rght ;D;15;0;2492;
05/11/2023, 14:03:44;4321795;312;Tribute Tribute Tribute Tribute ;G;13;2;7758;
05/11/2023, 14:03:44;4616652;436;Rght Force ;D;15;0;5883;
05/11/2023, 14:03:44;4112363;987;Tribute Crs Force ;A;6;3;5889;
05/11/2023, 14:03:44;4524748;436;Pendant Rght Lft ;H;1;2;8377;
05/11/2023, 14:03:44;4104720;582;Tiara Lft Lft ;K;8;2;6432;
05/11/2023, 14:03:44;4602332;987;Lft Pendant Lft ;C;24;3;6060;
05/11/2023, 14:03:44;4485644;542;Crs Rght ;K;10;0;4118;
05/11/2023, 14:03:44;4814408;256;Force Tiara ;K;25;2;3810;
05/11/2023, 14:03:44;4886949;542;Rght Lft ;I;5;0;4550;
05/11/2023, 14:03:44;4300302;582;Tiara Tiara Tiara Force ;J;8;1;745;
05/11/2023, 14:03:44;4524748;312;Pendant Rght Lft ;G;7;3;9732;
05/11/2023, 14:03:44;4743470;987;Rght Tiara ;H;25;2;4805;
05/11/2023, 14:03:44;4743470;852;Rght Tiara ;A;3;1;1205;
05/11/2023, 14:03:44;4632150;512;Crs Crs ;C;7;3;5699;
05/11/2023, 14:03:44;4061663;580;Lft Rght Crs ;I;5;1;6272;
05/11/2023, 14:03:44;4250643;312;Tribute Crs Tribute ;F;16;0;3305;
05/11/2023, 14:03:44;4901655;897;Tribute Tribute ;J;5;3;7210;
05/11/2023, 14:03:44;4899931;436;Lft Lft Rght ;F;10;1;8326;
05/11/2023, 14:03:44;4104720;845;Tiara Lft Lft ;F;10;0;7214;
05/11/2023, 14:03:44;4469732;436;Crs Tribute ;K;25;2;8512;
05/11/2023, 14:03:44;4872447;845;Force Lft ;G;22;1;1132;
05/11/2023, 14:03:44;4106526;658;Tiara Crs Crs ;K;7;0;5180;
05/11/2023, 14:03:44;4842737;897;Pendant Lft ;H;10;2;1882;
05/11/2023, 14:03:44;4616652;512;Rght Force ;A;17;2;642;
05/11/2023, 14:03:44;4523331;845;Tribute Rght Force Crs ;K;4;2;3402;
05/11/2023, 14:03:44;4060346;436;Force Pendant Tiara Rght ;G;2;0;7546;
05/11/2023, 14:03:44;4243183;852;Rght Lft Crs ;E;1;0;8041;
05/11/2023, 14:03:44;4946412;436;Force Tribute Lft Tribute ;A;7;2;3643;
05/11/2023, 14:03:44;4243183;958;Rght Lft Crs ;G;21;3;8747;
05/11/2023, 14:03:44;4872447;852;Force Lft ;B;13;0;8758;
05/11/2023, 14:03:44;4209421;256;Force Tiara Crs Tribute ;J;16;1;7374;
05/11/2023, 14:03:44;4471526;512;Force Force Tiara Tiara ;H;10;2;7404;
05/11/2023, 14:03:44;4872447;582;Force Lft ;F;7;1;4085;
05/11/2023, 14:03:44;4992639;542;Crs Tribute ;I;16;2;1727;
05/11/2023, 14:03:44;4358661;987;Lft Lft ;K;4;0;7063;
05/11/2023, 14:03:44;4184826;256;Tribute Force ;D;8;1;4681;
05/11/2023, 14:03:44;4112405;580;Force Rght ;J;2;2;7454;
05/11/2023, 14:03:44;4801506;987;Pendant Lft Tribute Crs ;A;7;3;5130;
05/11/2023, 14:03:44;4312117;580;Tiara Crs ;J;19;0;5719;
05/11/2023, 14:03:44;4307343;256;Rght Force ;E;24;3;2769;
05/11/2023, 14:03:44;4431450;312;Pendant Tribute ;F;1;0;3105;
05/11/2023, 14:03:44;4104720;542;Tiara Lft Lft ;K;16;1;2895;
05/11/2023, 14:03:44;4122383;897;Tiara Lft ;J;1;1;5576;
05/11/2023, 14:03:44;4473656;958;Pendant Tiara Lft ;C;20;2;9376;
05/11/2023, 14:03:44;4453561;845;Rght Crs ;H;5;0;3070;
05/11/2023, 14:03:44;4295590;987;Tiara Force ;E;6;0;6553;
05/11/2023, 14:03:44;4043788;852;Crs Lft Rght Crs ;E;21;2;2590;
05/11/2023, 14:03:44;4340764;958;Tribute Rght ;K;14;3;7904;
05/11/2023, 14:03:44;4772064;580;Crs Rght ;G;6;0;764;
05/11/2023, 14:03:44;4357738;987;Tiara Lft Rght ;D;16;3;5151;
05/11/2023, 14:03:44;4572926;852;Crs Force Tiara ;A;7;0;6107;
05/11/2023, 14:03:44;4779349;580;Tribute Tribute Tiara ;E;4;3;3129;
05/11/2023, 14:03:44;4644196;987;Crs Tribute ;H;4;0;8146;
05/11/2023, 14:03:44;4192904;256;Lft Tiara ;I;24;0;3358;
05/11/2023, 14:03:44;4871938;845;Tiara Crs ;C;14;3;6436;
05/11/2023, 14:03:44;4769575;580;Tribute Rght Pendant ;K;23;0;7959;
05/11/2023, 14:03:44;4117271;312;Pendant Force Crs Force ;J;24;0;85;
05/11/2023, 14:03:44;4644196;512;Crs Tribute ;D;24;3;185;
05/11/2023, 14:03:44;4448133;436;Lft Tribute Crs Crs ;H;6;3;6299;
05/11/2023, 14:03:44;4505297;542;Tribute Tiara Lft Tribute ;J;20;3;7735;
05/11/2023, 14:03:44;4266016;512;Force Rght ;E;8;1;4169;
05/11/2023, 14:03:44;4816695;512;Pendant Pendant Tribute Pendant ;D;15;1;502;
05/11/2023, 14:03:44;4192904;542;Lft Tiara ;A;11;2;4151;
05/11/2023, 14:03:44;4135567;987;Tiara Pendant ;F;2;2;9912;
