data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/11/2023, 14:03:44;4597702;658;Crs Lft Tiara ;J;10;3;633;
05/11/2023, 14:03:44;4644196;958;Crs Tribute ;E;21;2;9874;
05/11/2023, 14:03:44;4535724;256;Crs Crs Tribute ;J;14;3;603;
05/11/2023, 14:03:44;4632150;580;Crs Crs ;D;10;1;8430;
05/11/2023, 14:03:44;4370992;845;Tiara Tribute Crs Rght ;C;9;2;9044;
05/11/2023, 14:03:44;4444484;542;Tiara Lft ;I;10;3;6362;
05/11/2023, 14:03:44;4519830;582;Tribute Force Tribute Tribute ;F;17;2;2095;
05/11/2023, 14:03:44;4470862;658;Crs Lft Rght ;H;17;2;6581;
05/11/2023, 14:03:44;4469732;312;Crs Tribute ;J;16;3;1920;
05/11/2023, 14:03:44;4471526;256;Force Force Tiara Tiara ;I;14;1;9839;
05/11/2023, 14:03:44;4915031;512;Lft Force Tribute Crs ;G;25;0;9209;
05/11/2023, 14:03:44;4526427;582;Rght Rght ;K;3;2;4090;
05/11/2023, 14:03:44;4045663;512;Crs Lft Pendant ;I;17;1;2868;
05/11/2023, 14:03:44;4255903;256;Tiara Lft Crs ;D;8;0;5315;
05/11/2023, 14:03:44;4209421;542;Force Tiara Crs Tribute ;E;17;2;7170;
05/11/2023, 14:03:44;4801506;580;Pendant Lft Tribute Crs ;A;10;3;5644;
05/11/2023, 14:03:44;4204264;958;Tiara Lft Tribute ;J;24;0;6263;
05/11/2023, 14:03:44;4471526;897;Force Force Tiara Tiara ;E;13;3;9269;
05/11/2023, 14:03:44;4053534;897;Rght Tiara ;J;5;0;8794;
05/11/2023, 14:03:44;4505297;256;Tribute Tiara Lft Tribute ;F;17;2;8688;
05/11/2023, 14:03:44;4092233;987;Lft Pendant Tribute Force ;J;9;1;3480;
05/11/2023, 14:03:44;4401816;897;Lft Pendant Pendant Pendant ;K;16;0;2564;
05/11/2023, 14:03:44;4294880;658;Rght Tiara ;G;3;1;416;
05/11/2023, 14:03:44;4872447;312;Force Lft ;H;11;3;4128;
05/11/2023, 14:03:44;4243183;542;Rght Lft Crs ;A;18;1;316;
05/11/2023, 14:03:44;4307343;312;Rght Force ;C;23;2;2242;
05/11/2023, 14:03:44;4036586;312;Rght Pendant Force ;H;8;0;9071;
05/11/2023, 14:03:44;4725133;658;Lft Crs ;J;22;0;6011;
05/11/2023, 14:03:44;4444484;658;Tiara Lft ;C;14;1;3857;
05/11/2023, 14:03:44;4649013;852;Tribute Rght Crs Rght ;A;1;2;6235;
05/11/2023, 14:03:44;4370992;658;Tiara Tribute Crs Rght ;B;14;2;3125;
05/11/2023, 14:03:44;4113099;852;Force Tribute ;F;23;1;6262;
05/11/2023, 14:03:44;4471526;897;Force Force Tiara Tiara ;A;12;1;8727;
05/11/2023, 14:03:44;4825387;436;Tribute Lft ;A;22;2;8191;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;F;24;2;2192;
05/11/2023, 14:03:44;4113099;897;Force Tribute ;H;2;0;1955;
05/11/2023, 14:03:44;4548851;580;Rght Crs Lft Tiara ;H;10;1;8923;
05/11/2023, 14:03:44;4151861;852;Tribute Rght Tiara ;A;12;1;3231;
05/11/2023, 14:03:44;4523500;256;Tribute Force ;J;3;3;5372;
05/11/2023, 14:03:44;4923670;436;Pendant Tribute Rght ;H;14;2;4538;
05/11/2023, 14:03:44;4453561;580;Rght Crs ;A;5;1;4513;
05/11/2023, 14:03:44;4357738;582;Tiara Lft Rght ;H;3;1;7280;
05/11/2023, 14:03:44;4204264;542;Tiara Lft Tribute ;F;20;0;6999;
05/11/2023, 14:03:44;4431450;436;Pendant Tribute ;J;1;1;5246;
05/11/2023, 14:03:44;4946412;897;Force Tribute Lft Tribute ;J;3;2;7496;
05/11/2023, 14:03:44;4548851;897;Rght Crs Lft Tiara ;I;20;3;8552;
05/11/2023, 14:03:44;4209421;582;Force Tiara Crs Tribute ;E;25;1;6126;
05/11/2023, 14:03:44;4743470;582;Rght Tiara ;H;7;3;7776;
05/11/2023, 14:03:44;4123466;852;Lft Pendant Pendant Tribute ;F;14;2;4772;
05/11/2023, 14:03:44;4992879;845;Rght Force Pendant ;I;8;2;689;
05/11/2023, 14:03:44;4734330;897;Force Crs Lft Rght ;I;19;0;3260;
05/11/2023, 14:03:44;4602332;897;Lft Pendant Lft ;D;7;1;1450;
05/11/2023, 14:03:44;4471526;436;Force Force Tiara Tiara ;F;20;0;8194;
05/11/2023, 14:03:44;4548851;987;Rght Crs Lft Tiara ;H;22;3;6044;
05/11/2023, 14:03:44;4928109;436;Force Lft ;G;17;1;9559;
05/11/2023, 14:03:44;4923670;987;Pendant Tribute Rght ;G;8;2;7714;
05/11/2023, 14:03:44;4136004;658;Force Pendant ;G;10;3;292;
05/11/2023, 14:03:44;4340764;958;Tribute Rght ;K;17;1;1766;
05/11/2023, 14:03:44;4772064;436;Crs Rght ;F;2;2;259;
05/11/2023, 14:03:44;4913362;582;Tribute Rght ;D;16;0;2247;
05/11/2023, 14:03:44;4673465;312;Force Tiara Tribute ;G;21;3;4386;
05/11/2023, 14:03:44;4412611;582;Pendant Tiara ;C;9;0;8388;
05/11/2023, 14:03:44;4106526;542;Tiara Crs Crs ;D;22;0;6929;
05/11/2023, 14:03:44;4901655;312;Tribute Tribute ;G;20;2;7099;
05/11/2023, 14:03:44;4112363;542;Tribute Crs Force ;K;23;1;929;
05/11/2023, 14:03:44;4592645;312;Rght Tribute Rght ;J;11;0;6884;
05/11/2023, 14:03:44;4057166;582;Rght Rght ;H;11;0;8350;
05/11/2023, 14:03:44;4325251;845;Rght Pendant Pendant ;F;24;3;1062;
05/11/2023, 14:03:44;4519830;845;Tribute Force Tribute Tribute ;B;2;1;4671;
05/11/2023, 14:03:44;4312117;658;Tiara Crs ;H;24;1;9386;
05/11/2023, 14:03:44;4572926;987;Crs Force Tiara ;K;20;2;4044;
05/11/2023, 14:03:44;4972319;852;Lft Tiara ;G;20;1;8606;
05/11/2023, 14:03:44;4988185;958;Pendant Tiara Crs ;G;9;3;218;
05/11/2023, 14:03:44;4408599;958;Lft Lft Force ;F;25;3;148;
05/11/2023, 14:03:44;4104720;852;Tiara Lft Lft ;E;7;3;4207;
05/11/2023, 14:03:44;4467440;658;Pendant Force ;F;20;3;4337;
05/11/2023, 14:03:44;4123466;658;Lft Pendant Pendant Tribute ;J;2;1;2188;
05/11/2023, 14:03:44;4485644;897;Crs Rght ;K;18;0;3476;
05/11/2023, 14:03:44;4914139;312;Tribute Lft Lft Tribute ;F;13;1;9771;
05/11/2023, 14:03:44;4644196;312;Crs Tribute ;A;19;3;8713;
05/11/2023, 14:03:44;4227455;987;Rght Lft Pendant ;D;20;1;9519;
05/11/2023, 14:03:44;4644196;582;Crs Tribute ;B;16;1;3283;
05/11/2023, 14:03:44;4801506;436;Pendant Lft Tribute Crs ;I;22;2;9712;
05/11/2023, 14:03:44;4302502;580;Force Pendant Lft Force ;J;2;2;9320;
05/11/2023, 14:03:44;4300302;436;Tiara Tiara Tiara Force ;B;4;0;2326;
05/11/2023, 14:03:44;4766980;987;Pendant Tribute ;H;19;0;2455;
05/11/2023, 14:03:44;4511932;987;Tribute Tribute Force Crs ;F;9;3;3454;
05/11/2023, 14:03:44;4473656;312;Pendant Tiara Lft ;H;22;2;657;
05/11/2023, 14:03:44;4928109;312;Force Lft ;I;16;3;4649;
05/11/2023, 14:03:44;4700222;312;Force Force Lft ;H;12;2;3250;
05/11/2023, 14:03:44;4300302;580;Tiara Tiara Tiara Force ;K;8;0;8818;
05/11/2023, 14:03:44;4209421;958;Force Tiara Crs Tribute ;A;15;2;1540;
05/11/2023, 14:03:44;4946412;845;Force Tribute Lft Tribute ;H;24;0;5960;
05/11/2023, 14:03:44;4758493;436;Tiara Crs Tiara ;H;4;3;6142;
05/11/2023, 14:03:44;4665129;542;Lft Force Tiara Tiara ;H;11;0;1023;
05/11/2023, 14:03:44;4769575;852;Tribute Rght Pendant ;I;14;3;2724;
05/11/2023, 14:03:44;4738043;256;Lft Tiara Pendant ;F;25;0;388;
05/11/2023, 14:03:44;4505297;958;Tribute Tiara Lft Tribute ;G;7;1;1465;
05/11/2023, 14:03:44;4166618;845;Crs Pendant Lft Pendant ;F;25;0;7257;
05/11/2023, 14:03:44;4796458;542;Rght Pendant Tribute Force ;H;12;2;8730;
05/11/2023, 14:03:44;4795483;436;Tiara Crs Rght ;H;18;3;845;
05/11/2023, 14:03:44;4246206;582;Force Rght ;D;19;0;2526;
05/11/2023, 14:03:44;4898742;256;Rght Crs ;C;6;1;4782;
05/11/2023, 14:03:44;4201973;582;Pendant Pendant Lft Crs ;H;4;0;6040;
05/11/2023, 14:03:44;4485644;512;Crs Rght ;B;13;3;5212;
05/11/2023, 14:03:44;4104720;852;Tiara Lft Lft ;I;17;0;2555;
05/11/2023, 14:03:44;4122383;897;Tiara Lft ;E;19;1;2099;
05/11/2023, 14:03:44;4522735;658;Force Lft ;C;14;0;797;
05/11/2023, 14:03:44;4106526;658;Tiara Crs Crs ;G;17;3;7229;
05/11/2023, 14:03:44;4043788;658;Crs Lft Rght Crs ;E;21;3;1143;
05/11/2023, 14:03:44;4209524;845;Tiara Crs ;H;13;2;8910;
05/11/2023, 14:03:44;4036586;436;Rght Pendant Force ;H;19;2;2990;
05/11/2023, 14:03:44;4769575;845;Tribute Rght Pendant ;A;2;0;2829;
05/11/2023, 14:03:44;4415412;580;Crs Lft Pendant ;K;7;3;6748;
05/11/2023, 14:03:44;4796458;987;Rght Pendant Tribute Force ;J;3;0;6321;
05/11/2023, 14:03:44;4898742;845;Rght Crs ;B;7;0;5164;
05/11/2023, 14:03:44;4485644;512;Crs Rght ;H;16;0;83;
05/11/2023, 14:03:44;4082767;436;Rght Tribute ;K;5;0;8057;
05/11/2023, 14:03:44;4758493;958;Tiara Crs Tiara ;H;9;1;5052;
05/11/2023, 14:03:44;4791249;845;Force Pendant Crs Tribute ;C;18;1;5768;
05/11/2023, 14:03:44;4651191;658;Force Tribute ;J;22;2;9766;
05/11/2023, 14:03:44;4896456;580;Rght Crs ;A;20;1;2572;
05/11/2023, 14:03:44;4541475;845;Tiara Lft ;A;11;3;3927;
05/11/2023, 14:03:44;4923670;580;Pendant Tribute Rght ;A;17;0;7930;
05/11/2023, 14:03:44;4184826;256;Tribute Force ;C;16;1;1518;
05/11/2023, 14:03:44;4209524;897;Tiara Crs ;C;14;1;4299;
05/11/2023, 14:03:44;4524748;845;Pendant Rght Lft ;E;2;3;2611;
05/11/2023, 14:03:44;4665129;852;Lft Force Tiara Tiara ;F;22;2;1437;
05/11/2023, 14:03:44;4665129;658;Lft Force Tiara Tiara ;B;16;2;2221;
05/11/2023, 14:03:44;4295590;436;Tiara Force ;K;17;1;3200;
05/11/2023, 14:03:44;4201973;512;Pendant Pendant Lft Crs ;E;22;3;4568;
05/11/2023, 14:03:44;4401816;580;Lft Pendant Pendant Pendant ;B;6;0;2459;
05/11/2023, 14:03:44;4256796;542;Rght Tiara ;C;23;0;4060;
05/11/2023, 14:03:44;4814408;658;Force Tiara ;K;13;1;9102;
05/11/2023, 14:03:44;4523500;958;Tribute Force ;B;18;1;136;
05/11/2023, 14:03:44;4736204;852;Lft Tiara ;H;6;0;1628;
05/11/2023, 14:03:44;4901655;312;Tribute Tribute ;G;17;1;2175;
05/11/2023, 14:03:44;4597702;845;Crs Lft Tiara ;I;4;2;7377;
05/11/2023, 14:03:44;4572926;580;Crs Force Tiara ;J;19;1;9902;
05/11/2023, 14:03:44;4772064;256;Crs Rght ;D;7;1;9716;
05/11/2023, 14:03:44;4112405;852;Force Rght ;G;2;2;5842;
05/11/2023, 14:03:44;4117271;852;Pendant Force Crs Force ;K;24;3;1608;
05/11/2023, 14:03:44;4665129;987;Lft Force Tiara Tiara ;J;23;1;7735;
05/11/2023, 14:03:44;4295590;512;Tiara Force ;C;8;3;4091;
05/11/2023, 14:03:44;4036586;542;Rght Pendant Force ;A;24;3;3473;
05/11/2023, 14:03:44;4112405;852;Force Rght ;J;25;3;4757;
05/11/2023, 14:03:44;4106526;658;Tiara Crs Crs ;G;22;2;2348;
05/11/2023, 14:03:44;4295590;582;Tiara Force ;C;3;3;7358;
05/11/2023, 14:03:44;4644196;987;Crs Tribute ;K;25;1;9029;
05/11/2023, 14:03:44;4939577;582;Lft Tiara Force ;F;23;1;8112;
05/11/2023, 14:03:44;4010172;436;Tribute Tribute Crs Lft ;A;1;0;8908;
05/11/2023, 14:03:44;4330653;436;Force Tribute Rght ;D;20;1;2279;
05/11/2023, 14:03:44;4192904;845;Lft Tiara ;H;21;3;2138;
05/11/2023, 14:03:44;4939577;845;Lft Tiara Force ;D;15;2;5906;
05/11/2023, 14:03:44;4036586;580;Rght Pendant Force ;I;1;2;5806;
05/11/2023, 14:03:44;4471526;256;Force Force Tiara Tiara ;B;7;0;1168;
05/11/2023, 14:03:44;4340764;436;Tribute Rght ;E;7;1;460;
05/11/2023, 14:03:44;4211663;580;Lft Lft ;B;2;3;1869;
05/11/2023, 14:03:44;4742309;897;Lft Crs Rght ;F;24;0;3063;
05/11/2023, 14:03:44;4370992;897;Tiara Tribute Crs Rght ;F;20;2;6402;
05/11/2023, 14:03:44;4732277;987;Pendant Tiara ;A;7;0;8873;
05/11/2023, 14:03:44;4616652;897;Rght Force ;B;13;3;8056;
05/11/2023, 14:03:44;4519830;987;Tribute Force Tribute Tribute ;H;10;0;9342;
05/11/2023, 14:03:44;4976485;958;Force Tiara ;A;3;3;112;
05/11/2023, 14:03:44;4415412;845;Crs Lft Pendant ;D;3;3;5425;
05/11/2023, 14:03:44;4586107;542;Lft Crs Rght Tiara ;A;12;1;8038;
05/11/2023, 14:03:44;4312117;852;Tiara Crs ;I;7;1;3758;
05/11/2023, 14:03:44;4913362;256;Tribute Rght ;J;14;3;8114;
05/11/2023, 14:03:44;4135567;658;Tiara Pendant ;H;25;2;9537;
05/11/2023, 14:03:44;4801506;845;Pendant Lft Tribute Crs ;E;24;1;1991;
05/11/2023, 14:03:44;4791249;312;Force Pendant Crs Tribute ;I;15;2;6374;
05/11/2023, 14:03:44;4795483;512;Tiara Crs Rght ;K;16;3;944;
05/11/2023, 14:03:44;4094868;958;Tribute Force Tiara Crs ;J;7;3;8033;
05/11/2023, 14:03:44;4826476;658;Lft Rght Crs ;H;9;3;4018;
05/11/2023, 14:03:44;4286440;958;Force Rght Rght ;G;11;1;1420;
05/11/2023, 14:03:44;4906814;542;Force Rght ;E;25;2;9178;
05/11/2023, 14:03:44;4151861;582;Tribute Rght Tiara ;E;13;0;6866;
05/11/2023, 14:03:44;4793521;580;Crs Tribute ;K;7;2;4132;
05/11/2023, 14:03:44;4874281;580;Force Tribute Tiara Lft ;C;1;1;7150;
05/11/2023, 14:03:44;4302502;845;Force Pendant Lft Force ;D;11;3;9206;
05/11/2023, 14:03:44;4602332;512;Lft Pendant Lft ;D;16;2;2683;
05/11/2023, 14:03:44;4895098;658;Tribute Tribute Rght ;H;7;3;7187;
05/11/2023, 14:03:44;4972319;436;Lft Tiara ;J;21;0;3496;
05/11/2023, 14:03:44;4532522;852;Lft Rght ;C;1;2;639;
05/11/2023, 14:03:44;4994923;436;Tiara Crs ;E;22;0;4005;
05/11/2023, 14:03:44;4753693;436;Tiara Force Force Pendant ;H;5;1;7481;
05/11/2023, 14:03:44;4742309;897;Lft Crs Rght ;K;14;1;1726;
05/11/2023, 14:03:44;4946412;852;Force Tribute Lft Tribute ;J;8;3;418;
05/11/2023, 14:03:44;4976485;542;Force Tiara ;J;18;3;4940;
05/11/2023, 14:03:44;4725133;958;Lft Crs ;J;25;0;4613;
05/11/2023, 14:03:44;4815981;958;Tiara Pendant Tiara Force ;B;14;3;6191;
05/11/2023, 14:03:44;4094868;436;Tribute Force Tiara Crs ;I;11;2;9900;
05/11/2023, 14:03:44;4532522;897;Lft Rght ;B;13;1;2836;
05/11/2023, 14:03:44;4748462;542;Pendant Pendant Tiara Lft ;E;10;1;2960;
05/11/2023, 14:03:44;4666655;256;Lft Crs Tribute Tribute ;G;11;0;8794;
05/11/2023, 14:03:44;4516424;852;Force Tribute ;G;18;3;4842;
05/11/2023, 14:03:44;4742309;582;Lft Crs Rght ;D;22;3;8780;
05/11/2023, 14:03:44;4526427;256;Rght Rght ;E;23;2;6604;
05/11/2023, 14:03:44;4325251;512;Rght Pendant Pendant ;H;20;1;3764;
05/11/2023, 14:03:44;4412611;256;Pendant Tiara ;I;12;0;8059;
05/11/2023, 14:03:44;4403539;312;Lft Pendant Tribute Force ;I;14;1;7548;
05/11/2023, 14:03:44;4136004;852;Force Pendant ;I;21;0;4231;
05/11/2023, 14:03:44;4895098;958;Tribute Tribute Rght ;K;12;2;7639;
05/11/2023, 14:03:44;4330653;436;Force Tribute Rght ;J;16;2;6578;
05/11/2023, 14:03:44;4428568;436;Crs Crs ;D;25;2;4698;
05/11/2023, 14:03:44;4123466;897;Lft Pendant Pendant Tribute ;A;13;3;4580;
05/11/2023, 14:03:44;4605149;542;Lft Tiara ;F;23;1;2235;
05/11/2023, 14:03:44;4471526;582;Force Force Tiara Tiara ;D;2;2;4257;
05/11/2023, 14:03:44;4734330;958;Force Crs Lft Rght ;I;19;1;2229;
05/11/2023, 14:03:44;4522735;852;Force Lft ;K;5;2;9015;
05/11/2023, 14:03:44;4928109;580;Force Lft ;D;11;0;7746;
05/11/2023, 14:03:44;4053534;436;Rght Tiara ;F;11;2;8799;
05/11/2023, 14:03:44;4505297;436;Tribute Tiara Lft Tribute ;H;22;3;8745;
05/11/2023, 14:03:44;4378617;582;Crs Force ;J;20;0;8110;
05/11/2023, 14:03:44;4060346;987;Force Pendant Tiara Rght ;A;18;0;9797;
05/11/2023, 14:03:44;4511932;512;Tribute Tribute Force Crs ;K;2;1;8532;
05/11/2023, 14:03:44;4060346;958;Force Pendant Tiara Rght ;I;20;0;271;
05/11/2023, 14:03:44;4277243;845;Tiara Pendant Tribute Tiara ;F;5;1;7948;
05/11/2023, 14:03:44;4841550;542;Tribute Rght ;E;3;0;8423;
05/11/2023, 14:03:44;4666655;580;Lft Crs Tribute Tribute ;D;13;1;7020;
05/11/2023, 14:03:44;4613804;582;Tiara Tiara Tiara Rght ;G;12;2;8371;
05/11/2023, 14:03:44;4572926;312;Crs Force Tiara ;C;8;1;4564;
05/11/2023, 14:03:44;4520322;582;Crs Rght Tribute Tiara ;H;20;1;1237;
05/11/2023, 14:03:44;4548851;845;Rght Crs Lft Tiara ;K;18;0;4236;
05/11/2023, 14:03:44;4826476;852;Lft Rght Crs ;E;20;1;7880;
05/11/2023, 14:03:44;4112405;582;Force Rght ;A;11;1;7113;
05/11/2023, 14:03:44;4605149;658;Lft Tiara ;A;4;2;4312;
05/11/2023, 14:03:44;4906814;845;Force Rght ;B;20;1;6092;
05/11/2023, 14:03:44;4972319;987;Lft Tiara ;J;12;0;1473;
05/11/2023, 14:03:44;4010172;580;Tribute Tribute Crs Lft ;F;17;1;6870;
05/11/2023, 14:03:44;4295590;852;Tiara Force ;I;17;3;3771;
05/11/2023, 14:03:44;4243183;512;Rght Lft Crs ;E;9;0;607;
05/11/2023, 14:03:44;4302502;256;Force Pendant Lft Force ;E;5;1;3470;
05/11/2023, 14:03:44;4597702;582;Crs Lft Tiara ;D;17;0;4500;
05/11/2023, 14:03:44;4307343;897;Rght Force ;G;12;1;297;
05/11/2023, 14:03:44;4532522;256;Lft Rght ;C;18;2;5349;
05/11/2023, 14:03:44;4042276;958;Lft Tribute Force Lft ;H;1;0;7331;
05/11/2023, 14:03:44;4307343;897;Rght Force ;I;12;0;9930;
05/11/2023, 14:03:44;4758493;987;Tiara Crs Tiara ;F;25;1;8491;
05/11/2023, 14:03:44;4045663;436;Crs Lft Pendant ;H;8;0;2409;
05/11/2023, 14:03:44;4592645;845;Rght Tribute Rght ;I;24;1;54;
05/11/2023, 14:03:44;4814408;852;Force Tiara ;G;10;2;8922;
05/11/2023, 14:03:44;4092233;845;Lft Pendant Tribute Force ;J;9;2;1568;
