211;4010172;126091
211;4019599;141010
211;4036586;96098
211;4042276;238279
211;4043788;108339
211;4045663;74381
211;4046718;101211
211;4053534;160995
211;4057166;119549
211;4060346;126452
211;4061663;214459
211;4082767;118071
211;4092233;203033
211;4094868;119174
211;4104720;129075
211;4106526;149589
211;4112363;156933
211;4112405;113433
211;4113099;184866
211;4117271;140806
211;4122383;160932
211;4123466;172516
211;4135567;155555
211;4136004;156671
211;4142171;185881
211;4151861;162017
211;4166618;132026
211;4184826;119754
211;4192904;175111
211;4197081;161336
211;4201973;184184
211;4204264;108713
211;4209421;188541
211;4209524;93470
211;4211663;162792
211;4227455;168900
211;4243183;149182
211;4246206;208557
211;4247697;143586
211;4250643;138711
211;4255903;98079
211;4256796;165883
211;4266016;148779
211;4268020;145904
211;4277243;115327
211;4286440;169891
211;4294880;97452
211;4295590;179648
211;4300302;186976
211;4302502;162045
211;4307343;173042
211;4312117;123470
211;4321795;219531
211;4325251;136761
211;4330653;129397
211;4340764;187365
211;4350045;116008
211;4357738;90206
211;4358661;120416
211;4366079;181618
211;4370992;127260
211;4378617;120797
211;4401816;140247
211;4403539;187200
211;4408599;98207
211;4412611;162693
211;4415412;120859
211;4428568;142170
211;4431450;187786
211;4444484;180383
211;4448133;147028
211;4453561;153185
211;4467440;136997
211;4469732;143881
211;4470862;144695
211;4471526;162682
211;4473656;150238
211;4475670;108626
211;4485644;146366
211;4505297;194296
211;4511932;167321
211;4516424;146184
211;4519830;125024
211;4520322;168893
211;4522735;180524
211;4523331;115859
211;4523500;134988
211;4524748;184018
211;4526427;155846
211;4532522;179626
211;4535724;132728
211;4541475;228170
211;4548851;171415
211;4572926;58468
211;4574105;138353
211;4586107;83587
211;4592645;165478
211;4597702;150764
211;4602332;154173
211;4605149;168501
211;4608677;107510
211;4611739;110308
211;4613804;195997
211;4616652;136962
211;4632150;142661
211;4640021;145173
211;4644196;208833
211;4649013;183481
211;4651191;167127
211;4651339;106439
211;4665129;162047
211;4666655;187312
211;4673465;172045
211;4700222;156809
211;4725133;145552
211;4732277;129596
211;4734330;158308
211;4736204;123566
211;4738043;225032
211;4738271;146727
211;4742309;136916
211;4743470;159137
211;4748462;131707
211;4753693;173422
211;4758493;155961
211;4759728;143895
211;4766980;173614
211;4769575;166889
211;4772064;161329
211;4779349;190588
211;4791249;108978
211;4793521;191472
211;4795245;121388
211;4795483;136102
211;4795803;114544
211;4796458;134663
211;4801506;132123
211;4814408;175323
211;4815981;145923
211;4816695;178601
211;4825387;139564
211;4826476;168293
211;4841550;149888
211;4842737;167480
211;4852295;141426
211;4871938;149055
211;4872447;173496
211;4874281;68266
211;4886949;103780
211;4895098;168368
211;4896456;148813
211;4898742;200181
211;4899931;150306
211;4901655;135989
211;4906814;126932
211;4913362;184536
211;4914139;194446
211;4915031;132654
211;4917024;151527
211;4923670;156925
211;4928109;193078
211;4934612;88628
211;4939577;109164
211;4946412;152012
211;4946663;144179
211;4972319;218708
211;4972861;141916
211;4976485;131054
211;4988185;148541
211;4992639;129700
211;4992879;146230
211;4994923;145789
360;4010172;41957
360;4011578;91206
360;4018074;48115
360;4019599;46136
360;4029868;89755
360;4036586;37403
360;4041384;59748
360;4042276;45607
360;4043788;62712
360;4045663;28285
360;4046718;30566
360;4052122;90668
360;4053534;17300
360;4057166;50653
360;4060346;33309
360;4061663;39142
360;4078621;96415
360;4082767;37011
360;4087560;127070
360;4092233;43323
360;4094868;44455
360;4095799;75264
360;4104720;30601
360;4106526;60942
360;4112363;47867
360;4112405;48807
360;4113099;42205
360;4117271;20507
360;4121270;83458
360;4122383;28078
360;4123466;51128
360;4135567;11369
360;4136004;31147
360;4140885;77422
360;4142171;32081
360;4151861;9950
360;4159959;57478
360;4166618;26025
360;4184826;60705
360;4192904;51440
360;4197081;26885
360;4201973;59798
360;4204264;33885
360;4209421;26944
360;4209524;43608
360;4211663;21043
360;4212397;49360
360;4220926;66486
360;4221656;65070
360;4227455;54675
360;4230999;76772
360;4238012;84332
360;4243183;29246
360;4246206;24754
360;4247697;12525
360;4250643;36298
360;4255903;40801
360;4256693;18480
360;4256796;26047
360;4262753;59712
360;4266016;31590
360;4268020;45266
360;4273421;78738
360;4276495;94603
360;4277243;30036
360;4280821;57736
360;4283917;92243
360;4286440;22851
360;4291847;43031
360;4294880;30161
360;4295590;25624
360;4296623;85390
360;4299766;79893
360;4300302;24070
360;4302502;48223
360;4305308;100365
360;4306675;63874
360;4307343;34891
360;4312117;43056
360;4315330;36118
360;4321273;60804
360;4321795;34659
360;4324565;81631
360;4325251;46363
360;4330591;78407
360;4330653;27085
360;4333643;52392
360;4340764;54714
360;4345766;88177
360;4350045;44528
360;4357738;9044
360;4358661;10119
360;4366079;55996
360;4370992;18864
360;4378617;42189
360;4379033;70276
360;4401816;23223
360;4403539;21566
360;4408599;27183
360;4412611;8229
360;4415412;64774
